"Kategori [Category]";"Produkt [Product]";"Sorteringsordning för produkter i en kategori [Position]";"Sorteringsordning för en produkts kategorier [PositionCategory]"
Categories/Spray/Grundfaerg;212520000;200;20
Categories/Spray/Grundfaerg;9078;210;10
Categories/Spray/Grundfaerg;213710000;220;10
Categories/Spray/Grundfaerg;300002318;230;10
Categories/Spray/Grundfaerg;300007143;240;20
Categories/Spray/Grundfaerg;300007144;250;20
Categories/Spray/Grundfaerg;300002743;260;10
Categories/Spray/Klarlack;300002310;10;20
Categories/Spray/Klarlack;300005549;20;9999
Categories/Spray/Klarlack;216011700;30;9999
Categories/Spray/Klarlack;212910000;40;9999
Categories/Spray/Klarlack;300003661;50;20
Categories/Spray/Klarlack;214500001;60;9999
Categories/Spray/Klarlack;212900000;70;10
Categories/Tillbehoer-old/Lackeringsprutor;FLG-G5;10;20
Categories/Tillbehoer-old/Lackeringsprutor;sgk-0414;20;9999
Categories/Tillbehoer-old/Lackeringsprutor;sgk-0012-18;30;9999
Categories/Tillbehoer-old/Lackeringsprutor;K-5030;40;10
Categories/Tillbehoer-old/Lackeringsprutor;10141626;50;10
Categories/Tillbehoer-old/Lackeringsprutor;10141627;60;10
Categories/Tillbehoer-old/Lackeringsprutor;10141559;70;10
Categories/Tillbehoer-old/Lackeringsprutor;40000335;80;20
Categories/Tillbehoer-old/Lackeringsprutor;160634;90;10
Categories/Tillbehoer-old/Lackeringsprutor;161914;100;10
Categories/Tillbehoer-old/Lackeringsprutor;161917;110;10
Categories/Tillbehoer-old/Lackeringsprutor;detailgun;120;9999
Categories/Tillbehoer-old/Lackeringsprutor;gtiprolite;130;10
Categories/Tillbehoer-old/Lackeringsprutor;160603;140;10
Categories/Tillbehoer-old/Lackeringsprutor;389299;150;20
Categories/Tillbehoer-old/Lackeringsprutor;DV1-C-000-13-B+;160;10
Categories/Tillbehoer-old/Lackeringsprutor;H27P2mm;170;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup10;180;10
Categories/Tillbehoer-old/Lackeringsprutor;sck-22;190;10
Categories/Tillbehoer-old/Lackeringsprutor;13.3801;200;10
Categories/Tillbehoer-old/Lackeringsprutor;210901;210;20
Categories/Tillbehoer-old/Lackeringsprutor;GFC-501;220;10
Categories/Tillbehoer-old/Lackeringsprutor;GTIPRO;230;9999
Categories/Tillbehoer-old/Lackeringsprutor;300000464;240;10
Categories/Tillbehoer-old/Lackeringsprutor;300010098;250;10
Categories/Tillbehoer-old/Lackeringsprutor;gunholder-1;260;20
Categories/Tillbehoer-old/Lackeringsprutor;gunholder-2;270;9999
Categories/Tillbehoer-old/Lackeringsprutor;spraygunholder;280;9999
Categories/Tillbehoer-old/Lackeringsprutor;250103;290;9999
Categories/Tillbehoer-old/Lackeringsprutor;250105;300;10
Categories/Tillbehoer-old/Lackeringsprutor;SG03;310;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup;320;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-c;330;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-eqcc;340;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-s2;350;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-a;360;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-e;370;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-b;380;10
Categories/Tillbehoer-old/Lackeringsprutor;GFC-501-1;390;20
Categories/Tillbehoer-old/Lackeringsprutor;k-5040;400;9999
Categories/Tillbehoer-old/Lackeringsprutor;flexicupmini;410;20
Categories/Tillbehoer-old/Lackeringsprutor;kemtexmuki-200;420;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-s1;430;20
Categories/Tillbehoer-old/Lackeringsprutor;BK-002;440;10
Categories/Tillbehoer-old/Lackeringsprutor;flexicup-f;450;10
Categories/Tillbehoer-old/Lackeringsprutor;388016;460;10
Categories/Tillbehoer-old/Lackeringsprutor;"""Sagola 1,3mm nål/munstycke""";470;10
Categories/Tillbehoer-old/Lackeringsprutor;Flexicup10;480;10
Categories/Tillbehoer-old/Lackeringsprutor;Flexicup-c;490;10
Categories/Tillbehoer-old/Lackeringsprutor;Flexicup-a;500;20
Categories/Tillbehoer-old/Lackeringsprutor;10141621;510;10
Categories/Tillbehoer-old/Lackeringsprutor;160620;520;10
Categories/Tillbehoer-old/Lackeringstillbehoer;kemtexmuki;10;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250009;20;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250103;30;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;810719;40;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;nrlablockB;50;10
Categories/Tillbehoer-old/Lackeringstillbehoer;nrlablock;60;10
Categories/Tillbehoer-old/Lackeringstillbehoer;250050;70;10
Categories/Tillbehoer-old/Lackeringstillbehoer;389299;80;10
Categories/Tillbehoer-old/Lackeringstillbehoer;259010;90;20
Categories/Tillbehoer-old/Lackeringstillbehoer;220317;100;10
Categories/Tillbehoer-old/Lackeringstillbehoer;220333;110;20
Categories/Tillbehoer-old/Lackeringstillbehoer;220623;120;10
Categories/Tillbehoer-old/Lackeringstillbehoer;301981;130;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300006267;140;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300008887;150;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;165063;160;10
Categories/Tillbehoer-old/Lackeringstillbehoer;250013;170;20
Categories/Tillbehoer-old/Lackeringstillbehoer;300003786;180;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300008716;190;20
Categories/Tillbehoer-old/Lackeringstillbehoer;flexicup10;200;20
Categories/Tillbehoer-old/Lackeringstillbehoer;CP015;210;10
Categories/Tillbehoer-old/Lackeringstillbehoer;cp015-1;220;10
Categories/Tillbehoer-old/Lackeringstillbehoer;250305;230;20
Categories/Tillbehoer-old/Lackeringstillbehoer;13.3801;240;20
Categories/Tillbehoer-old/Lackeringstillbehoer;dc-asw-k12;250;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300003131;260;10
Categories/Tillbehoer-old/Lackeringstillbehoer;210901;270;30
Categories/Tillbehoer-old/Lackeringstillbehoer;5810028202;280;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;maskfilm_mipa;290;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;300000512;300;20
Categories/Tillbehoer-old/Lackeringstillbehoer;300003818;310;20
Categories/Tillbehoer-old/Lackeringstillbehoer;"""Troton 302931""";320;20
Categories/Tillbehoer-old/Lackeringstillbehoer;302833;330;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;840095;340;60
Categories/Tillbehoer-old/Lackeringstillbehoer;840094;350;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;840114;360;30
Categories/Tillbehoer-old/Lackeringstillbehoer;840081;370;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;300002043;380;20
Categories/Tillbehoer-old/Lackeringstillbehoer;ruiskutushaalari;390;20
Categories/Tillbehoer-old/Lackeringstillbehoer;suojapaperi;400;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;301979;410;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;070501;420;20
Categories/Tillbehoer-old/Lackeringstillbehoer;080651;430;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;080652;440;10
Categories/Tillbehoer-old/Lackeringstillbehoer;090414;450;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;170108;460;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;150251;470;20
Categories/Tillbehoer-old/Lackeringstillbehoer;kemtexmukinkansi;480;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;gunholder-1;490;10
Categories/Tillbehoer-old/Lackeringstillbehoer;gunholder-2;500;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;spraygunholder;510;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;040515;520;20
Categories/Tillbehoer-old/Lackeringstillbehoer;billackeringsmanual;530;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;040911;540;20
Categories/Tillbehoer-old/Lackeringstillbehoer;300000518;550;10
Categories/Tillbehoer-old/Lackeringstillbehoer;250501;560;20
Categories/Tillbehoer-old/Lackeringstillbehoer;081210;570;9999
Categories/Tillbehoer-old/Lackeringstillbehoer;212000;580;10
Categories/Tillbehoer-old/Lackeringstillbehoer;212010;590;10
Categories/Tillbehoer-old/Lackeringstillbehoer;finelinetape;600;10
Categories/Tillbehoer-old/Lackeringstillbehoer;shimmask;610;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300002363;620;10
Categories/Tillbehoer-old/Lackeringstillbehoer;GFC-501-1;630;10
Categories/Tillbehoer-old/Lackeringstillbehoer;06x100;640;10
Categories/Tillbehoer-old/Lackeringstillbehoer;06x900;650;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250503;660;20
Categories/Tillbehoer-old/Lackeringstillbehoer;kemtexmuki-200;670;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250100;680;10
Categories/Tillbehoer-old/Lackeringstillbehoer;02M02.019.0050;690;20
Categories/Tillbehoer-old/Lackeringstillbehoer;SARMF5;700;10
Categories/Tillbehoer-old/Lackeringstillbehoer;212580000;710;40
Categories/Tillbehoer-old/Lackeringstillbehoer;2338;720;40
Categories/Tillbehoer-old/Lackeringstillbehoer;840090;730;10
Categories/Tillbehoer-old/Lackeringstillbehoer;KT-98506-008;740;10
Categories/Tillbehoer-old/Lackeringstillbehoer;593010030;750;10
Categories/Tillbehoer-old/Lackeringstillbehoer;581022043;760;10
Categories/Tillbehoer-old/Lackeringstillbehoer;3000000378;770;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300001977;780;10
Categories/Tillbehoer-old/Lackeringstillbehoer;3000000385;790;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300002238;800;10
Categories/Tillbehoer-old/Lackeringstillbehoer;302833-0003;810;10
Categories/Tillbehoer-old/Lackeringstillbehoer;flexicup-D;820;10
Categories/Tillbehoer-old/Lackeringstillbehoer;flexicup-L;830;10
Categories/Tillbehoer-old/Lackeringstillbehoer;"""Sagola 1,3mm nål/munstycke""";840;20
Categories/Tillbehoer-old/Lackeringstillbehoer;581017012;850;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300001980;860;10
Categories/Tillbehoer-old/Lackeringstillbehoer;150220;870;20
Categories/Tillbehoer-old/Lackeringstillbehoer;Flexicup10;880;20
Categories/Tillbehoer-old/Lackeringstillbehoer;Flexicup-a;890;10
Categories/Tillbehoer-old/Lackeringstillbehoer;160634;900;20
Categories/Tillbehoer-old/Lackeringstillbehoer;250105;910;20
Categories/Tillbehoer-old/Lackeringstillbehoer;150221;920;20
Categories/Tillbehoer-old/Lackeringstillbehoer;K-5030;930;20
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_220333;940;20
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_250100;950;10
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_150251;960;10
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_389299;970;10
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_250501;980;20
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_300008716;990;20
Categories/Tillbehoer-old/Lackeringstillbehoer;Bonus_300000512;1000;10
Categories/Tillbehoer-old/Lackeringstillbehoer;40000335;1010;10
Categories/Tillbehoer-old/Lackeringstillbehoer;300010472;1020;20
Categories/Tillbehoer-old/Lackeringstillbehoer;091304;1030;10
Categories/Tillbehoer-old/Lackeringstillbehoer;10141559;1040;20
Categories/Tillbehoer-old/Lackeringstillbehoer;10141627;1050;20
Categories/Tillbehoer-old/Lackeringstillbehoer;10141626;1060;20
Categories/Tillbehoer-old/Lackeringstillbehoer;161917;1070;20
Categories/Tillbehoer-old/Lackeringstillbehoer;56418020;1080;10
Categories/Tillbehoer-old/Lackeringstillbehoer;Flexicup10_500ml;1090;10
Categories/Tillbehoer-old/Lackeringstillbehoer;070350;1100;10
Categories/Tillbehoer-old/Lackeringstillbehoer;070351;1110;10
Categories/Tillbehoer-old/Lackeringstillbehoer;090673;1120;10
Categories/Tillbehoer-old/Lackeringstillbehoer;090674;1130;10
Categories/Tillbehoer-old/Lackeringstillbehoer;070207;1140;10
Categories/Tillbehoer-old/Lackeringstillbehoer;12011000;1150;20
Categories/Tillbehoer-old/Sliparbetet;136050S;10;10
Categories/Tillbehoer-old/Sliparbetet;300004739150;20;10
Categories/Tillbehoer-old/Sliparbetet;300009959;30;20
Categories/Tillbehoer-old/Sliparbetet;250050;40;20
Categories/Tillbehoer-old/Sliparbetet;06YA13;50;10
Categories/Tillbehoer-old/Sliparbetet;mpgoldfilm;60;9999
Categories/Tillbehoer-old/Sliparbetet;300007780;70;10
Categories/Tillbehoer-old/Sliparbetet;300007782;80;10
Categories/Tillbehoer-old/Sliparbetet;masternet150mm;90;10
Categories/Tillbehoer-old/Sliparbetet;masternet198mm;100;10
Categories/Tillbehoer-old/Sliparbetet;150220;110;10
Categories/Tillbehoer-old/Sliparbetet;masternet420mm;120;10
Categories/Tillbehoer-old/Sliparbetet;150221;130;10
Categories/Tillbehoer-old/Sliparbetet;06Z220;140;20
Categories/Tillbehoer-old/Sliparbetet;06Z210;150;10
Categories/Tillbehoer-old/Sliparbetet;06x900;160;10
Categories/Tillbehoer-old/Sliparbetet;06x100;170;20
Categories/Tillbehoer-old/Sliparbetet;smirdex_hiomatyyny-400;180;10
Categories/Tillbehoer-old/Sliparbetet;300007771;190;10
Categories/Tillbehoer-old/Sliparbetet;smirdex_abrasoft;200;10
Categories/Tillbehoer-old/Sliparbetet;150401;210;20
Categories/Tillbehoer-old/Sliparbetet;40mx;220;20
Categories/Tillbehoer-old/Sliparbetet;150407;230;10
Categories/Tillbehoer-old/Sliparbetet;flexblock;240;10
Categories/Tillbehoer-old/Sliparbetet;nrlablockB;250;20
Categories/Tillbehoer-old/Sliparbetet;nrlablock;260;30
Categories/Tillbehoer-old/Sliparbetet;150251;270;30
Categories/Tillbehoer-old/Sliparbetet;dc-asw-k12;280;20
Categories/Tillbehoer-old/Sliparbetet;081210;290;9999
Categories/Tillbehoer-old/Sliparbetet;300006611;300;20
Categories/Tillbehoer-old/Sliparbetet;300006612;310;20
Categories/Tillbehoer-old/Sliparbetet;300000458;320;10
Categories/Tillbehoer-old/Sliparbetet;300000459;330;10
Categories/Tillbehoer-old/Sliparbetet;300000460;340;10
Categories/Tillbehoer-old/Sliparbetet;300000461;350;10
Categories/Tillbehoer-old/Sliparbetet;300000448;360;10
Categories/Tillbehoer-old/Sliparbetet;300000449;370;10
Categories/Tillbehoer-old/Sliparbetet;300000451;380;9999
Categories/Tillbehoer-old/Sliparbetet;300000454;390;9999
Categories/Tillbehoer-old/Sliparbetet;300000447;400;10
Categories/Tillbehoer-old/Sliparbetet;300007778;410;10
Categories/Tillbehoer-old/Sliparbetet;300007779;420;10
Categories/Tillbehoer-old/Sliparbetet;300007773;430;10
Categories/Tillbehoer-old/Sliparbetet;300007772;440;10
Categories/Tillbehoer-old/Sliparbetet;300007774;450;10
Categories/Tillbehoer-old/Sliparbetet;300007775;460;20
Categories/Tillbehoer-old/Sliparbetet;300007776;470;10
Categories/Tillbehoer-old/Sliparbetet;300007777;480;10
Categories/Tillbehoer-old/Sliparbetet;300005880;490;10
Categories/Tillbehoer-old/Sliparbetet;581017012;500;20
Categories/Tillbehoer-old/Sliparbetet;Bonus_150251;510;20
Categories/Tillbehoer-old/Tillbehoer;040511;10;10
Categories/Tillbehoer-old/Tillbehoer;040509;20;10
Categories/Tillbehoer-old/Tillbehoer;212016;30;10
Categories/Tillbehoer-old/Tillbehoer;050090;40;10
Categories/Tillbehoer-old/Tillbehoer;212019;50;10
Categories/Tillbehoer-old/Tillbehoer;300010472;60;10
Categories/Tillbehoer-old/Tillbehoer;388015;70;10
Categories/Tillbehoer-old/Tillbehoer;300009335;80;10
Categories/Tillbehoer-old/Tillbehoer;300009333;90;10
Categories/Tillbehoer-old/Tillbehoer;080660;100;10
Categories/Tillbehoer-old/Tillbehoer;3000001977;110;9999
Categories/Tillbehoer-old/Tillbehoer;300006617;120;20
Categories/Tillbehoer-old/Tillbehoer;300005879;130;10
Categories/Tillbehoer-old/Tillbehoer;300001978;140;9999
Categories/Tillbehoer-old/Tillbehoer;150407;150;20
Categories/Tillbehoer-old/Tillbehoer;300000750280;160;20
Categories/Tillbehoer-old/Tillbehoer;300007652;170;20
Categories/Tillbehoer-old/Tillbehoer;300007775;180;10
Categories/Tillbehoer-old/Tillbehoer;300007776;190;20
Categories/Tillbehoer-old/Tillbehoer;220270;200;10
Categories/Tillbehoer-old/Tillbehoer;170108;210;9999
Categories/Tillbehoer-old/Tillbehoer;nlarengine;220;10
Categories/Tillbehoer-old/Tillbehoer;nlarglass;230;20
Categories/Tillbehoer-old/Tillbehoer;nlarinsect;240;30
Categories/Tillbehoer-old/Tillbehoer;080651;250;9999
Categories/Tillbehoer-old/Tillbehoer;080652;260;20
Categories/Tillbehoer-old/Tillbehoer;300002183;270;9999
Categories/Tillbehoer-old/Tillbehoer;212000;280;20
Categories/Tillbehoer-old/Tillbehoer;300005573;290;30
Categories/Tillbehoer-old/Tillbehoer;220217;300;20
Categories/Tillbehoer-old/Tillbehoer;nlardeicer;310;10
Categories/Tillbehoer-old/Tillbehoer;GL802A;320;30
Categories/Tillbehoer-old/Tillbehoer;300002318;330;20
Categories/Tillbehoer-old/Tillbehoer;030189;340;20
Categories/Tillbehoer-old/Tillbehoer;Flexicup10_500ml;350;20
Categories/Tillbehoer-old/Tillbehoer;"""Profix Platt lock""";360;10
Categories/Tillbehoer-old/Tillbehoer;251100;370;10
Categories/Tillbehoer-old/Tillbehoer;090673;380;20
Categories/Tillbehoer-old/Tillbehoer;090674;390;20
Categories/Tillbehoer-old/Tillbehoer;070207;400;20
Categories/Tillbehoer-old/Tillbehoer;090101;410;20
Categories/Tillbehoer-old/Tillbehoer;040307;420;10
Categories/Tillbehoer-old/Foertunning;840013;10;30
Categories/Tillbehoer-old/Foertunning;840015;20;20
Categories/Tillbehoer-old/Foertunning;840016;30;10
Categories/Tillbehoer-old/Foertunning;4016176023497;40;10
Categories/Tillbehoer-old/Foertunning;830491;50;10
Categories/Tillbehoer-old/Foertunning;830492;60;30
Categories/Tillbehoer-old/Foertunning;302239;70;20
Categories/Tillbehoer-old/Foertunning;2282;80;20
Categories/Tillbehoer-old/Foertunning;1251;90;10
Categories/Tillbehoer-old/Foertunning;5580;100;20
Categories/Tillbehoer-old/Foertunning;698060005;110;10
Categories/Tillbehoer-old/Oevriga_tillbehoer;212010;10;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;flexicup10;20;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;sck-22;30;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;259010;40;10
Categories/Tillbehoer-old/Oevriga_tillbehoer;300006267;50;20
Categories/Tillbehoer-old/Oevriga_tillbehoer;250011;60;10
Categories/Tillbehoer-old/Oevriga_tillbehoer;250100;70;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;02M02.019.0050;80;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;2338;90;50
Categories/Tillbehoer-old/Oevriga_tillbehoer;250011-30;100;20
Categories/Tillbehoer-old/Oevriga_tillbehoer;250013;110;10
Categories/Tillbehoer-old/Oevriga_tillbehoer;shimmask;120;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;Bonus_250100;130;30
Categories/Tillbehoer-old/Oevriga_tillbehoer;080660;140;20
Categories/Tillbehoer-old/Oevriga_tillbehoer;212019;150;20
Categories/Tillbehoer-old/Oevriga_tillbehoer;220270;160;20
Categories/Tillbehoer-old/Rostskydd;20-20005;10;10
Categories/Tillbehoer-old/Rostskydd;20-20050;20;10
Categories/Tillbehoer-old/Rostskydd;20-20080;30;10
Categories/Tillbehoer-old/Rostskydd;20-20065;40;10
Categories/Tillbehoer-old/Rostskydd;20-20116;50;20
Categories/Tillbehoer-old/Rostskydd;300003131;60;20
Categories/Tillbehoer-old/Rostskydd;300002290;70;30
Categories/Tillbehoer-old/Rostskydd;300003629;80;20
Categories/Tillbehoer-old/Rostskydd;300001986;90;9999
Categories/Tillbehoer-old/Rostskydd;300003730;100;9999
Categories/Tillbehoer-old/Rostskydd;050801;110;9999
Categories/Tillbehoer-old/Rostskydd;12167;120;20
Categories/Tillbehoer-old/Rostskydd;300002318;130;30
Categories/Tillbehoer-old/Rostskydd;212005;140;10
Categories/Tillbehoer-old/Rostskydd;050090;150;30
Categories/Tillbehoer-old/Rostskydd;040305;160;10
Categories/Tillbehoer-old/Bilvard;11249;10;40
Categories/Tillbehoer-old/Bilvard;10090;20;30
Categories/Tillbehoer-old/Bilvard;300005441;30;60
Categories/Tillbehoer-old/Bilvard;12152;40;50
Categories/Tillbehoer-old/Bilvard;300005446;50;60
Categories/Tillbehoer-old/Bilvard;300005447;60;30
Categories/Tillbehoer-old/Bilvard;300007597;70;60
Categories/Tillbehoer-old/Bilvard;10321;80;40
Categories/Tillbehoer-old/Bilvard;300006617;90;50
Categories/Tillbehoer-old/Bilvard;300009335;100;9999
Categories/Tillbehoer-old/Bilvard;300009333;110;40
Categories/Tillbehoer-old/Bilvard;nlarshampoo;120;9999
Categories/Tillbehoer-old/Bilvard;212017;130;9999
Categories/Tillbehoer-old/Bilvard;nlarengine;140;9999
Categories/Tillbehoer-old/Bilvard;nlarupholstery;150;9999
Categories/Tillbehoer-old/Bilvard;nlarcockpit;160;9999
Categories/Tillbehoer-old/Bilvard;nlarleather;170;9999
Categories/Tillbehoer-old/Bilvard;nlarplastic;180;9999
Categories/Tillbehoer-old/Bilvard;nlarglass;190;9999
Categories/Tillbehoer-old/Bilvard;nlardeicer;200;9999
Categories/Tillbehoer-old/Bilvard;nlarinsect;210;9999
Categories/Tillbehoer-old/Bilvard;220217;220;9999
Categories/Tillbehoer-old/Bilvard;300005573;230;9999
Categories/Tillbehoer-old/Bilvard;212000;240;9999
Categories/Tillbehoer-old/Bilvard;Bonus_212017;250;20
Categories/Tillbehoer-old/Bilvard;Bonus_10090;260;20
Categories/Tillbehoer-old/Bilvard;Bonus_300007597;270;50
